error  * no darle pelota
341K available
Compiling PEGASSUS.PRG
PEGASSUS.PRG(219)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(219)  Warning C1003  Ambiguous reference: 'NRO_MODULO'
PEGASSUS.PRG(220)  Warning C1003  Ambiguous reference: 'NRO_SUBMEN'
PEGASSUS.PRG(220)  Warning C1004  Ambiguous reference, assuming memvar: 'NEWBASE'
PEGASSUS.PRG(220)  Warning C1003  Ambiguous reference: 'JUG'
PEGASSUS.PRG(221)  Warning C1003  Ambiguous reference: 'IDIOMA'
PEGASSUS.PRG(222)  Warning C1003  Ambiguous reference: 'NOM_SUBMEN'
PEGASSUS.PRG(222)  Warning C1004  Ambiguous reference, assuming memvar: 'NEWBASE'
PEGASSUS.PRG(222)  Warning C1003  Ambiguous reference: 'JUG'
PEGASSUS.PRG(223)  Warning C1003  Ambiguous reference: 'MENSAJE'
PEGASSUS.PRG(223)  Warning C1004  Ambiguous reference, assuming memvar: 'NEWBASE'
PEGASSUS.PRG(223)  Warning C1003  Ambiguous reference: 'JUG'
PEGASSUS.PRG(225)  Warning C1003  Ambiguous reference: 'EXT_SUBMEN'
PEGASSUS.PRG(225)  Warning C1004  Ambiguous reference, assuming memvar: 'NEWBASE'
PEGASSUS.PRG(225)  Warning C1003  Ambiguous reference: 'JUG'
PEGASSUS.PRG(226)  Warning C1003  Ambiguous reference: 'MENSAJE2'
PEGASSUS.PRG(226)  Warning C1004  Ambiguous reference, assuming memvar: 'NEWBASE'
PEGASSUS.PRG(226)  Warning C1003  Ambiguous reference: 'JUG'
PEGASSUS.PRG(228)  Warning C1003  Ambiguous reference: 'EJECUTA'
PEGASSUS.PRG(228)  Warning C1004  Ambiguous reference, assuming memvar: 'NEWBASE'
PEGASSUS.PRG(228)  Warning C1003  Ambiguous reference: 'JUG'
PEGASSUS.PRG(230)  Warning C1003  Ambiguous reference: 'JUG'
PEGASSUS.PRG(230)  Warning C1004  Ambiguous reference, assuming memvar: 'JUG'
PEGASSUS.PRG(234)  Warning C1003  Ambiguous reference: 'NRO_MODULO'
PEGASSUS.PRG(234)  Warning C1004  Ambiguous reference, assuming memvar: 'AESTAD'
PEGASSUS.PRG(235)  Warning C1003  Ambiguous reference: 'NRO_RUTINA'
PEGASSUS.PRG(235)  Warning C1004  Ambiguous reference, assuming memvar: 'ASMENU2'
PEGASSUS.PRG(235)  Warning C1003  Ambiguous reference: 'JEG'
PEGASSUS.PRG(236)  Warning C1003  Ambiguous reference: 'IDIOMA'
